法人番号,法人名,郵便番号,本社所在地,資本金,従業員数,設立年月日,創業年,最終更新日
6010401127220,株式会社パテントライフサイエンス,1050013.0,東京都港区浜松町２丁目２番１５号,,,2016-09-16,,2020-12-16 00:00:00+09:00
8010801027084,株式会社ＳＡＧＡＳＡＬＥ,1430015.0,東京都大田区大森西３丁目１２−１７ロフティ大森町?１Ｆ,,,2016-09-16,,2023-04-12 00:00:00+09:00
4140001103503,株式会社ＣＭＥ,1830011.0,東京都府中市白糸台６丁目８番地の１,,,2016-09-16,,2019-07-04 00:00:00+09:00
3011101078293,Ｈｙｂｒｉｄ株式会社,1500001.0,東京都渋谷区神宮前２丁目２３−１神宮前中澤ビル２Ｆ,,,2016-09-20,,2023-04-04 00:00:00+09:00
4011003007085,合同会社プランニング創,1050012.0,東京都港区芝大門１丁目６番６,,,2016-09-21,,2020-10-22 00:00:00+09:00
9010401127309,株式会社ＬａｂＢａｓｅ,1050003.0,東京都港区西新橋１丁目１番１号日比谷フォートタワー１０Ｆ,,121.0,2016-09-23,,2024-05-20 00:00:00+09:00
2010001178584,株式会社リトプラ,1350091.0,東京都港区台場２丁目３番１号,,,2016-09-23,,2022-11-29 00:00:00+09:00
8010701033050,株式会社レイリー,1420042.0,東京都品川区豊町２丁目３番７号,,,2016-09-26,,2016-10-19 00:00:00+09:00
3010401127322,株式会社ブリーズシェアード,1080073.0,東京都港区三田２丁目１４−５フロイントゥ三田４Ｄ,,,2016-09-26,,2019-02-19 00:00:00+09:00
1011001112939,株式会社Ｒｅｊｏｕｉ,1510053.0,東京都渋谷区代々木２丁目３０−４,,,2016-09-26,,2018-10-22 00:00:00+09:00
3011001112978,日本エス・エイ・エス株式会社,1510073.0,東京都渋谷区笹塚１丁目２１番１７号,,,2016-09-28,,2018-08-03 00:00:00+09:00
3011001112986,楽天ドローン株式会社,1580094.0,東京都世田谷区玉川１丁目１４番１号,,,2016-09-28,,2023-01-20 00:00:00+09:00
1011001112955,株式会社ハステック,1500002.0,東京都渋谷区渋谷３丁目８番１２号渋谷第一生命ビルディング３階,,,2016-09-28,,2022-06-23 00:00:00+09:00
2010001178650,株式会社アップライトＴＶ,1040061.0,東京都中央区銀座６丁目１４番８号銀座石井ビル７Ｆ,,,2016-09-28,,2018-08-03 00:00:00+09:00
1011201019414,株式会社ブシロードムーブ,1640011.0,東京都中野区中央１丁目３８番１号,,,2016-09-29,,2020-02-06 00:00:00+09:00
1011803002627,ｅａｇｅｒｉｓｅ合同会社,1240011.0,東京都葛飾区四つ木３丁目５番１１号,,,2016-10-03,,2022-03-24 00:00:00+09:00
9012701013956,株式会社ティ・ビィ・エス,1890025.0,東京都東村山市廻田町４丁目１５番地７−２０３号,,,2016-10-03,,2016-10-12 00:00:00+09:00
5013301039503,株式会社アズーロ,1710021.0,東京都豊島区西池袋５丁目１４番３−９０８号,,,2016-10-03,,2016-10-12 00:00:00+09:00
5030001116688,株式会社ＮＥＸＴ　Ｉｎｎｏｖａｔｉｏｎ,1250052.0,東京都葛飾区柴又５丁目３７−１２,,,2016-10-03,,2024-09-12 00:00:00+09:00
2011001113085,カラクリ株式会社,1040045.0,東京都中央区築地２丁目７番３号,,,2016-10-03,,2018-11-01 00:00:00+09:00
5010901038892,株式会社タツミヤ,1560056.0,東京都世田谷区八幡山１丁目７番１２号,,,2016-10-03,,2023-11-14 00:00:00+09:00
7011101078389,株式会社東武,1610034.0,東京都新宿区上落合１丁目１６番７号,,,2016-10-03,,2022-10-06 00:00:00+09:00
7011101078380,日本マニュファクチャリングサービス株式会社,1600023.0,東京都新宿区西新宿３丁目２０番２号,,3448.0,2016-10-03,,2025-01-07 00:00:00+09:00
2010001178790,株式会社リンク・インタラック,1040061.0,東京都中央区銀座４丁目１２番１５号歌舞伎座タワー,,,2016-10-03,,2024-01-09 00:00:00+09:00
7010001178786,株式会社ｎａｎｏｆｕｎ,1570062.0,東京都世田谷区南烏山３丁目１６番２号,,,2016-10-03,,2022-01-25 00:00:00+09:00
4020001118109,アイシーティーリンク株式会社,1080014.0,東京都港区芝５丁目２６―２０,,,2016-10-03,,2024-12-24 00:00:00+09:00
8010401127532,スペード株式会社,1080074.0,東京都港区高輪３丁目６番２号青葉ビル３Ｆ,,,2016-10-05,,2016-10-17 00:00:00+09:00
7011101078414,株式会社シナモン,1050001.0,東京都港区虎ノ門３丁目１９番１３号スピリットビル６階,,45.0,2016-10-05,,2019-09-13 00:00:00+09:00
6010001178812,サティス株式会社,1000005.0,東京都千代田区丸の内３丁目４番１号,,,2016-10-06,,2022-10-21 00:00:00+09:00
4010401127569,ゼンプロコーポレイテッド株式会社,1050004.0,東京都港区新橋５丁目３３−７−３０２号,,,2016-10-06,,2020-08-12 00:00:00+09:00
3010801027139,パロットビーク株式会社,1600004.0,東京都新宿区四谷３丁目１３番地ＳＥＡＢＩＲＤビル２階,,,2016-10-07,,2018-11-15 00:00:00+09:00
6010701033127,株式会社ＯＰＥＲＡ,1400001.0,東京都品川区北品川１丁目１０番６号ＢＲ品川?ビル５階,,,2016-10-11,,2021-08-12 00:00:00+09:00
4010801027154,株式会社エフ・イー・ディー,1430016.0,東京都大田区大森北１丁目１９番６号,,,2016-10-14,,2016-10-21 00:00:00+09:00
6011801032431,株式会社アイテック,1250035.0,東京都葛飾区南水元２丁目１７番２号,,,2016-10-17,,2016-10-28 00:00:00+09:00
2011001113275,株式会社アルティマボディ,1510064.0,東京都渋谷区上原３丁目７番２２号毛利ビル,,,2016-10-18,,2020-02-19 00:00:00+09:00
6010001179109,株式会社スカイマティクス,1030021.0,東京都中央区日本橋本石町４丁目２番１６号,,30.0,2016-10-18,,2018-04-27 00:00:00+09:00
8011401019802,一條建設株式会社,1740064.0,東京都板橋区中台１丁目４０番２号,,,2016-10-18,,2016-10-28 00:00:00+09:00
9012401031969,株式会社こえラボ,1520035.0,東京都目黒区自由が丘２丁目１６番１２号ＲＪ３,,,2016-10-20,,2022-11-14 00:00:00+09:00
8011101078529,Ｓｋｙｒｏｃｋｅｔ株式会社,1060032.0,東京都港区六本木７丁目１５番７号,,,2016-10-20,,2019-10-30 00:00:00+09:00
7011001113337,株式会社スカラサービス,1500002.0,東京都渋谷区渋谷１丁目８番１号,,32.0,2016-10-21,,2023-04-25 00:00:00+09:00
8010401127771,ＡＮＡ　Ｘ株式会社,1030027.0,東京都中央区日本橋２丁目１４番１号フロントプレイス日本橋,,557.0,2016-10-21,,2021-03-05 00:00:00+09:00
4010401127833,国士不動産株式会社,1130034.0,東京都文京区湯島３丁目１６番１０号,,,2016-10-24,,2018-09-27 00:00:00+09:00
5011701020322,株式会社エターナル,1340088.0,東京都江戸川区西葛西３丁目９番９号グリーンヒル西葛西１号館４０１号室,,,2016-10-27,,2018-05-25 00:00:00+09:00
9010401127903,株式会社大友建築設計事務所,1080074.0,東京都港区高輪２丁目１番１３号,,,2016-10-27,,2019-10-08 00:00:00+09:00
4011101078598,ＲＡＮＰＳ株式会社,1600005.0,東京都新宿区愛住町５−３７グランスイート四谷プレシア８０６,,2.0,2016-10-27,,2020-06-08 00:00:00+09:00
6040001097448,メッツ・ジャパン株式会社,1740065.0,東京都板橋区若木１丁目８番２３号,,,2016-10-28,,2024-02-26 00:00:00+09:00
7010603006485,合同会社ツインリーフ,1600023.0,東京都新宿区西新宿７丁目１８番５号ＶＯＲＴ西新宿５０２,,,2016-10-31,,2024-03-27 00:00:00+09:00
6010401127963,メトロエンジン株式会社,1410022.0,東京都品川区東五反田３丁目２０番１４号住友不動産高輪パークタワー８階,,35.0,2016-10-31,,2025-04-10 00:00:00+09:00
7011101078645,株式会社クリエイトワーカス,1600023.0,東京都新宿区西新宿１丁目２３番７号新宿ファーストウエスト７階,,,2016-11-01,,2018-09-10 00:00:00+09:00
2010401128057,ＯｐｅｎＳｔｒｅｅｔ株式会社,1050022.0,東京都港区海岸１丁目７番１号,,,2016-11-01,,2021-01-19 00:00:00+09:00
1011001113499,株式会社プレシジョン,1130033.0,東京都文京区本郷４丁目２−５ＭＡビル７階,,,2016-11-01,,2019-01-09 00:00:00+09:00
8010601050633,プロダクトプラス株式会社,1360071.0,東京都江東区亀戸３丁目１番２号藤和シティコープ錦糸町２０３,,,2016-11-01,,2018-05-22 00:00:00+09:00
3010401127982,Ｓｔｕｄｉｏ　Ｚ株式会社,1060032.0,東京都港区六本木６丁目８番１０号,,,2016-11-01,,2019-02-26 00:00:00+09:00
3010001179425,株式会社ＯＮＯＤＥＲＡ　ＵＳＥＲ　ＲＵＮ,1000004.0,東京都千代田区大手町１丁目１番３号,,,2016-11-01,,2019-10-08 00:00:00+09:00
1010001179419,クラウドエース株式会社,1000004.0,東京都千代田区大手町１丁目７番２号,,350.0,2016-11-01,,2024-07-30 00:00:00+09:00
4013301039636,株式会社ＡＩサポート,1710014.0,東京都豊島区池袋２丁目９番４号,,40.0,2016-11-01,,2020-11-18 00:00:00+09:00
2040001097666,ＳＩ　Ｌｉｎｋｓ株式会社,1000004.0,東京都千代田区大手町１丁目９番２号,,,2016-11-01,,2019-04-26 00:00:00+09:00
2010401127983,ハイボルテージエンターテインメントジャパン株式会社,1080071.0,東京都港区白金台３丁目２番１０号白金台ビル４Ａ,,,2016-11-01,,2023-10-16 00:00:00+09:00
8013301039649,株式会社エンジン,1100015.0,東京都台東区東上野３丁目１８番７号上野駅前ビル３階,,,2016-11-01,,2019-11-01 00:00:00+09:00
3010701033237,株式会社ハウスチャイルド,1420041.0,東京都品川区戸越６丁目２０番８ー１００２号,,,2016-11-01,,2016-11-10 00:00:00+09:00
7011801032505,株式会社Ｇｏｏｄｚ,1230851.0,東京都足立区梅田８丁目１４番２号,,,2016-11-01,,2016-11-14 00:00:00+09:00
6021003006290,Ｇｅｎｔｅｃ‐ＥＯ　Ｊａｐａｎ合同会社,1140023.0,東京都北区滝野川１丁目１番１号,,,2016-11-01,,2016-12-16 00:00:00+09:00
8010701033240,株式会社フルキャストシニアワークス,1410031.0,東京都品川区西五反田８丁目９番５号,,,2016-11-01,,2018-04-24 00:00:00+09:00
1013301039655,株式会社大航海時代,1710033.0,東京都豊島区高田３丁目２１−２,,,2016-11-02,,2019-02-07 00:00:00+09:00
1011001113557,株式会社Ｅｌｉｘ,1020081.0,東京都千代田区四番町８−３４第２東郷パークビル,,,2016-11-04,,2019-11-19 00:00:00+09:00
9011701020351,ＥＢＣ株式会社,1040033.0,東京都中央区新川１丁目７−３ウィンド新川ビル４Ｆ,,,2016-11-07,,2021-05-20 00:00:00+09:00
5010001179588,株式会社プライムイメージ,1040061.0,東京都中央区銀座６丁目１３番９号ｂｉｚｃｕｂｅ,,,2016-11-09,,2022-01-12 00:00:00+09:00
3010001179607,株式会社ビジネスマーケット,1000011.0,東京都千代田区内幸町１丁目３番３号内幸町ダイビル９階,,,2016-11-09,,2024-10-09 00:00:00+09:00
8010401128241,株式会社ｏｎ　ｔｈｅ　ｔｒｉｐ,1080072.0,東京都港区白金１丁目２５−２６−６０１,,,2016-11-11,,2019-02-05 00:00:00+09:00
6010401128235,株式会社キャリア・ストラテジー,1080074.0,東京都港区高輪２丁目１４番１４号,,,2016-11-11,,2018-06-12 00:00:00+09:00
9500001020211,株式会社スカイ・ジョイント,1500032.0,東京都渋谷区鶯谷町１９番１９号第三叶ビル２０２号,,4.0,2016-11-11,,2023-10-03 00:00:00+09:00
5040001097820,日本ジェニュイン株式会社,1600021.0,東京都新宿区歌舞伎町２丁目２５−８エコプレイス新宿２２５,,,2016-11-15,,2020-09-14 00:00:00+09:00
4010701033319,株式会社リンクス,1410001.0,東京都品川区北品川５丁目９番４３−１０１号,,,2016-11-15,,2023-01-27 00:00:00+09:00
2010001179772,株式会社ラソ,1050014.0,東京都港区芝２丁目５−１０−１１０２株式会社クレコ・ラボ内,,,2016-11-18,,2017-05-22 00:00:00+09:00
5012401032087,ノーツ株式会社,1020072.0,東京都千代田区飯田橋１丁目５−６協和ビル６階,,,2016-11-18,,2024-11-19 00:00:00+09:00
5020001118792,株式会社福子堂,1600022.0,東京都新宿区新宿５丁目１８−２０ルックハイツ新宿８０３,,,2016-11-18,,2019-10-16 00:00:00+09:00
2011601021340,ハイラブル株式会社,1700005.0,東京都豊島区南大塚２丁目２６番１２号鈴音ビル２階２０３号室,,12.0,2016-11-21,,2021-11-25 00:00:00+09:00
4011801032573,株式会社サトミ産業,1230853.0,東京都足立区本木２丁目１８番１２号,,,2016-11-21,,2019-01-11 00:00:00+09:00
1010401128388,株式会社かたちなきもの,1080074.0,東京都港区高輪３丁目５番６号,,,2016-11-22,,2022-12-28 00:00:00+09:00
3010001179821,バレックスイメージングジャパン株式会社,1040033.0,東京都中央区新川１丁目８番６号,,,2016-11-22,,2019-02-25 00:00:00+09:00
6040001097893,株式会社ＡＢＥＬＯＮ,1040032.0,東京都中央区八丁堀４丁目７番６号第２東邦ビルＢ１,,,2016-11-24,,2024-12-27 00:00:00+09:00
7010701033357,株式会社ローソン銀行,1410032.0,東京都品川区大崎２丁目１番１号,,,2016-11-25,,2018-07-12 00:00:00+09:00
2010401128445,パロニム株式会社,1040045.0,東京都中央区築地７丁目２番１号,,30.0,2016-11-28,,2023-07-12 00:00:00+09:00
2010001179921,株式会社日本農業,1410031.0,東京都品川区西五反田１丁目１３番７号マルキビル１０１号室,,,2016-11-28,,2018-11-16 00:00:00+09:00
7010401128498,プロトスター株式会社,1030006.0,東京都中央区日本橋富沢町９−４日本橋富沢町ビル,,,2016-11-30,,2023-01-16 00:00:00+09:00
1011101078898,株式会社マイナビワークス,1600023.0,東京都新宿区西新宿１丁目６番１号,,395.0,2016-12-01,,2018-08-08 00:00:00+09:00
7010401128531,ＥＸｅｓｔ株式会社,1410022.0,東京都品川区東五反田５丁目２２番３３号ＴＫ池田山ビル２階ＷｅＷｏｒｋＴＫ池田山,,,2016-12-01,,2024-02-09 00:00:00+09:00
5010501040365,株式会社ＧＩＧ,1030007.0,東京都中央区日本橋浜町１丁目１１番８号４Ｆ,,48.0,2016-12-01,2016.0,2019-02-13 00:00:00+09:00
9010601050806,ソネオス株式会社,1040032.0,東京都中央区八丁堀４丁目１１番７号,,,2016-12-02,,2022-12-28 00:00:00+09:00
4010001180092,株式会社モルシス,1040032.0,東京都中央区八丁堀３丁目１９番９号,,,2016-12-05,,2018-06-25 00:00:00+09:00
8180001125878,株式会社ＢＡＰ　Ｓｏｌｕｔｉｏｎ　Ｊａｐａｎ,1040033.0,東京都中央区新川１丁目８番５号Ｋ・Ｋビル６階,,31.0,2016-12-07,,2023-07-07 00:00:00+09:00
1011001114035,株式会社ラムー,1530061.0,東京都目黒区中目黒１丁目８番８号パリエンテ１０１,,,2016-12-08,,2022-08-31 00:00:00+09:00
1010401128719,株式会社エイシング,1070052.0,東京都港区赤坂６丁目１９番４５号,,,2016-12-08,,2018-10-12 00:00:00+09:00
8010401128737,ワンドット株式会社,1080073.0,東京都港区三田３丁目５番２７号,,,2016-12-09,,2018-04-10 00:00:00+09:00
3011803002708,合同会社星光,1200022.0,東京都足立区柳原１丁目１２番５号,,,2016-12-09,,2020-12-01 00:00:00+09:00
5010001180240,株式会社フロンティア,1100015.0,東京都台東区東上野３丁目３３番４号２階,,,2016-12-09,,2021-03-18 00:00:00+09:00
2010801027321,株式会社プログレストコーポレーション,1560054.0,東京都世田谷区桜丘３丁目３７番４号,,,2016-12-12,,2018-10-29 00:00:00+09:00
2013101007489,株式会社エヌエスエス,1980024.0,東京都青梅市新町７丁目４０番地の８,,,2016-12-14,,2018-05-15 00:00:00+09:00
9011101079063,株式会社プラスメディ,1010051.0,東京都千代田区神田神保町２丁目５番地,,,2016-12-15,,2020-12-14 00:00:00+09:00
9011001114184,株式会社ワンオー,1500001.0,東京都渋谷区神宮前６丁目３１番１５号,,,2016-12-19,,2019-01-25 00:00:00+09:00
1010701033494,コリアーズ・インターナショナル・ジャパン株式会社,1000005.0,東京都千代田区丸の内３丁目２番３号,,104.0,2016-12-20,,2022-12-01 00:00:00+09:00
6010501040455,株式会社トリプルクラウンズ,1600023.0,東京都新宿区西新宿７丁目１６番１３号末廣ビル４階,,,2016-12-26,,2017-02-02 00:00:00+09:00
5010603006578,合同会社エルプラス,1300022.0,東京都墨田区江東橋２丁目９−５,,,2016-12-27,,2017-01-12 00:00:00+09:00
8011001114292,ＥＡＧＬＹＳ株式会社,1510051.0,東京都渋谷区千駄ヶ谷５丁目２７番３号,,7.0,2016-12-28,2016.0,2024-03-22 00:00:00+09:00
3011001114306,株式会社Ｑｕａｌｉｔｙ　Ｃｕｂｅ,1600023.0,東京都新宿区西新宿２丁目３番１号,,,2016-12-28,,2024-12-02 00:00:00+09:00
7010001180643,株式会社電通プロモーションプラス,1050021.0,東京都港区東新橋１丁目８番１号,,904.0,2017-01-04,,2023-10-27 00:00:00+09:00
9010601050938,株式会社ＫＩＹＯＮＯ,1070052.0,東京都港区赤坂６丁目９−１７赤坂メープルヒル７階,,,2017-01-04,,2024-10-21 00:00:00+09:00
1011101079178,株式会社ＡＳＩＡ　ｔｏ　ＪＡＰＡＮ,1100016.0,東京都台東区台東２丁目３０番１０号ＴＨＥＧＡＴＥ御徒町６Ｆ,,,2017-01-04,,2025-05-01 00:00:00+09:00
3010001180688,アイティーエム株式会社,1600023.0,東京都新宿区西新宿７丁目２０番１号,,,2017-01-04,,2020-03-13 00:00:00+09:00
4010001180704,永井海運株式会社,1030007.0,東京都中央区日本橋浜町３丁目２７番１２号,,,2017-01-04,,2024-09-25 00:00:00+09:00
2010401129047,株式会社フリークアウト,1060032.0,東京都港区六本木６丁目３番１号,,,2017-01-04,,2019-02-01 00:00:00+09:00
1011301022813,株式会社アーパス,1660003.0,東京都杉並区高円寺南３丁目６３番６号,,,2017-01-04,,2017-01-19 00:00:00+09:00
7011101079180,株式会社Ｃｌｅｓｏｎａｎｓ,1600023.0,東京都新宿区西新宿８丁目１５番１７号,,,2017-01-04,,2024-01-22 00:00:00+09:00
8013303003537,ＣＢＥＣ合同会社,1700013.0,東京都豊島区東池袋３丁目１番１号サンシャイン６０,,,2017-01-05,,2023-01-19 00:00:00+09:00
8010401129099,株式会社ＧＯ,1060032.0,東京都港区六本木３丁目１７番１０号,,,2017-01-05,,2019-03-06 00:00:00+09:00
7011003007355,ＡＳｔｏｒｙ合同会社,1530041.0,東京都目黒区駒場１丁目１番１６−６０５号駒場パーク・ホームズ,,,2017-01-05,,2017-01-23 00:00:00+09:00
7010001180775,株式会社ＤＥＨＡ　ＳＯＬＵＴＩＯＮＳ,1040033.0,東京都中央区新川１丁目２７番８号新川大原ビル２階,,,2017-01-06,,2025-04-07 00:00:00+09:00
5010001180777,Ａ−Ｔｅｃｈ株式会社,1020083.0,東京都千代田区麹町２丁目２番地オーセンティック半蔵門５階,,,2017-01-06,,2020-11-11 00:00:00+09:00
2010401129138,株式会社Ａｒｇａｎｏ,1500002.0,東京都渋谷区渋谷３丁目２７番１１号祐真ビル新館８階,,,2017-01-06,,2024-03-06 00:00:00+09:00
2012301010831,総技研株式会社,1940036.0,東京都町田市木曽東１丁目３９番４５号,,,2017-01-10,,2024-12-05 00:00:00+09:00
4010001180836,株式会社Ｓｐｌｉｎｋ,1070052.0,東京都港区赤坂１丁目１４番１４号,,,2017-01-11,,2024-02-27 00:00:00+09:00
8010401129215,エム・ソリューションズ株式会社,1330065.0,東京都江戸川区南篠崎町２丁目１６番２号,,,2017-01-12,,2018-06-15 00:00:00+09:00
9010401129230,株式会社ＡＩＲ‐Ｕ,1070061.0,東京都港区北青山１丁目２番３号青山ビル１３階,,,2017-01-12,,2024-04-19 00:00:00+09:00
9010501040519,株式会社キング・テック,1100015.0,東京都台東区東上野２丁目２番４号,,,2017-01-12,,2018-06-26 00:00:00+09:00
5011101079298,株式会社ＭＡＫＥＶ　ＮＥＯ,1690051.0,東京都新宿区西早稲田２丁目１８番２３号,,,2017-01-16,,2022-07-04 00:00:00+09:00
6011101079297,株式会社シュフラン,1690051.0,東京都新宿区西早稲田２丁目１８番２３号,,,2017-01-16,,2018-11-14 00:00:00+09:00
7021001061188,株式会社キカガク,1500002.0,東京都渋谷区渋谷２丁目６番４号,,,2017-01-17,,2023-07-12 00:00:00+09:00
1010401129295,虎ノ門リアルエステートソリューション株式会社,1000004.0,東京都千代田区大手町１丁目６番１号大手町ビル５階,,,2017-01-17,,2023-06-16 00:00:00+09:00
6010001180974,株式会社キネマ旬報社,1040061.0,東京都中央区銀座３丁目１０番９号,,,2017-01-18,,2021-10-15 00:00:00+09:00
9010701033611,株式会社ホロラボ,1410031.0,東京都品川区西五反田８丁目３−６ＴＫ五反田ビル１Ｆ,,69.0,2017-01-18,,2024-03-29 00:00:00+09:00
6011301022858,株式会社ＣｒｅａｔｉｖｅＦｌａｋｅ,1600022.0,東京都新宿区新宿１丁目３６番２号新宿第七葉山ビル３階,,,2017-01-18,,2021-06-22 00:00:00+09:00
2011001114546,株式会社スペースデータ,1050001.0,東京都港区虎ノ門１丁目１７番１号虎ノ門ヒルズビジネスタワー１５階,,,2017-01-20,,2024-12-03 00:00:00+09:00
5011101079356,グロービング株式会社,1070062.0,東京都港区南青山３丁目１番３４号,,200.0,2017-01-20,,2023-07-21 00:00:00+09:00
7011001114566,株式会社未来ＪＡＰＡＮ,1500013.0,東京都渋谷区恵比寿３丁目２６番７号,,,2017-01-23,,2018-06-20 00:00:00+09:00
6013301039989,株式会社ＢＯＤ,1710022.0,東京都豊島区南池袋２丁目４９番７号,,340.0,2017-01-23,,2018-07-12 00:00:00+09:00
5010001181040,アーセック・バイオエナジー株式会社,1050014.0,東京都港区芝２丁目５番１０号芝公園ＮＤビル,,,2017-01-23,,2024-04-11 00:00:00+09:00
1010401129411,株式会社Ｘｅｎｏｌｉｎｋ,1050013.0,東京都港区浜松町２丁目２番１５号,,,2017-01-24,,2018-12-12 00:00:00+09:00
4010601051032,株式会社メトリクスワークコンサルタンツ,1600004.0,東京都新宿区四谷２丁目１１番８号オフィスコート四谷４Ｆ,,8.0,2017-01-24,,2020-03-10 00:00:00+09:00
7011001114599,Ｙ．Ｕ−ｍｏｂｉｌｅ株式会社,1410021.0,東京都品川区上大崎３丁目１番１号,,,2017-01-25,,2018-07-24 00:00:00+09:00
5010401129424,エクスペリサス株式会社,1500002.0,東京都渋谷区渋谷１丁目１５番１２号,,10.0,2017-01-25,,2023-06-08 00:00:00+09:00
7010401129430,トレードウェブ・ジャパン株式会社,1000005.0,東京都千代田区丸の内２丁目７番２号ＪＰタワー１４階,,,2017-01-26,,2024-10-24 00:00:00+09:00
1010601051043,株式会社ジャーナルハウス,1000005.0,東京都千代田区丸の内３丁目２−２丸の内二重橋ビル２階,,,2017-01-27,,2022-06-03 00:00:00+09:00
3010401129483,株式会社ＩＨＣ,1060031.0,東京都港区西麻布２丁目２５番２４号ＮＩＳＨＩＡＺＡＢＵ・ＦＴビル１階,,13.0,2017-01-27,,2019-03-27 00:00:00+09:00
4030001118421,株式会社ドラＥＶＥＲ,1050004.0,東京都港区新橋５丁目３４番３号,,,2017-01-27,,2024-10-24 00:00:00+09:00
8011701020550,株式会社Ｕｎｉｔｏ,1530043.0,東京都目黒区東山３丁目７番１１号大橋会館,,,2017-01-27,,2025-04-10 00:00:00+09:00
3010001181141,株式会社ＣＣＮグループ,1010045.0,東京都千代田区神田鍛冶町３丁目７番４号,,169.0,2017-01-27,,2020-05-18 00:00:00+09:00
4012801017762,サヴァナコンサルティング株式会社,1510053.0,東京都渋谷区代々木２丁目１６番１号,,,2017-01-31,,2018-05-16 00:00:00+09:00
6010001181304,株式会社未来創建,1440045.0,東京都大田区南六郷３丁目２４番地１４アポロラーニングセンター１階,,,2017-02-01,,2025-04-09 00:00:00+09:00
7010401129562,株式会社ＷｅＳｔｙｌｅ,1000006.0,東京都千代田区有楽町１丁目７−１有楽町電気ビル北館３Ｆ,,,2017-02-01,,2022-05-16 00:00:00+09:00
5010701033680,株式会社Ｌｕｃｃｉ,1520035.0,東京都目黒区自由が丘２丁目１６番１２号,,,2017-02-01,,2023-07-31 00:00:00+09:00
1010001181242,株式会社一広クロス,1010052.0,東京都千代田区神田小川町１丁目１１番,,,2017-02-01,,2018-04-10 00:00:00+09:00
1011001114737,株式会社ピープルドット,1010051.0,東京都千代田区神田神保町２丁目４４番,,,2017-02-01,,2024-05-09 00:00:00+09:00
5010001181230,株式会社ヒカルコンサルタンツ,1700004.0,東京都豊島区北大塚３丁目２１番１０号アーバン大塚２階,,,2017-02-01,,2024-11-14 00:00:00+09:00
7010001181229,株式会社メイホーアティーボ,1020082.0,東京都千代田区一番町１０番２号,,190.0,2017-02-01,,2018-04-12 00:00:00+09:00
7120001203533,株式会社ＶｉｓＬｉｖｅ,1420052.0,東京都品川区東中延１丁目１２番８号ＰＪＭビル９階,,,2017-02-02,,2025-01-17 00:00:00+09:00
4010003024801,株式会社ＫＯＫＵＳＡＩ　ＥＬＥＣＴＲＩＣ,1010045.0,東京都千代田区神田鍛冶町３丁目４番地,14086000000.0,1166.0,2017-02-02,,2018-06-15 00:00:00+09:00
1010401129592,サイオステクノロジー株式会社,1060047.0,東京都港区南麻布２丁目１２番３号サイオスビル,,432.0,2017-02-02,,2021-10-21 00:00:00+09:00
2011101079490,株式会社Ｘ　ＳＩＧＨＴ,1690072.0,東京都新宿区大久保２丁目６−１６平安ビル８Ｂ,,8.0,2017-02-02,,2019-06-21 00:00:00+09:00
8010401129603,株式会社Ｂａｂｙ　Ｔｏｋｙｏ,1500034.0,東京都渋谷区代官山町８番７号スクエア代官山ビル１Ｆ,,,2017-02-02,,2020-11-24 00:00:00+09:00
4010401129615,ファンづくりカンパニー株式会社,1000005.0,東京都千代田区丸の内３丁目２番地２丸の内二重橋ビル２階,,,2017-02-03,,2025-03-06 00:00:00+09:00
8010401129611,株式会社ビジョナリー・デザイン,1000013.0,東京都千代田区霞が関１丁目４番１号日土地ビル２Ｆ,,,2017-02-03,,2019-06-11 00:00:00+09:00
4010001181388,ＢＰＯテクノロジー株式会社,1040061.0,東京都中央区銀座６丁目１４番８号,,108.0,2017-02-07,,2023-01-25 00:00:00+09:00
6020001119897,ＡＴＬＩＫＥ株式会社,1500002.0,東京都渋谷区渋谷２丁目２４番１２号渋谷スクランブルスクエア２４Ｆ・２５Ｆ,,,2017-02-07,,2024-07-30 00:00:00+09:00
4010001181421,株式会社ラモードラメア,2060821.0,東京都稲城市長峰２丁目１９番地の５,,7.0,2017-02-07,,2020-11-19 00:00:00+09:00
1040001098847,株式会社Ｃｈａｔ＆Ｍｅｓｓｅｎｇｅｒ,1070052.0,東京都港区赤坂１丁目１２−３２アーク森ビル１２Ｆ,,,2017-02-07,,2022-06-20 00:00:00+09:00
6011001114930,株式会社和心美人,1500002.0,東京都渋谷区渋谷２丁目１５番１号渋谷クロスタワー１７Ｆ,,,2017-02-13,,2019-04-15 00:00:00+09:00
5010501040662,Ｖｅｃｉｍａ　Ｓｏｌｕｔｉｏｎｓ株式会社,1110053.0,東京都台東区浅草橋３丁目２０番１５号,,,2017-02-14,,2020-09-03 00:00:00+09:00
7011101079619,ニフティ株式会社,1690074.0,東京都新宿区北新宿２丁目２１番１号,,413.0,2017-02-15,,2020-10-22 00:00:00+09:00
8011601021541,株式会社オリゾ,1600023.0,東京都新宿区西新宿７丁目４番７号イマス浜田ビル６Ｆ,,,2017-02-16,,2022-04-13 00:00:00+09:00
1011101079640,ジャパングッズ株式会社,1600023.0,東京都新宿区西新宿７丁目４番６号,,,2017-02-17,,2021-05-12 00:00:00+09:00
3010501040680,株式会社コンセプトラボ,1110041.0,東京都台東区元浅草２丁目６番６号東京日産台東ビル８階,,,2017-02-20,,2021-10-08 00:00:00+09:00
